ComplexID	ComplexName	Organism	Synonyms	Cell.line	subunits.UniProt.IDs.	subunits.Entrez.IDs.	Protein.complex.purification.method	GO.ID	GO.description	FunCat.ID	FunCat.description	PubMed.ID	subunits.Protein.name.	subunits.Gene.name.	subunits.Gene.name.syn.	Disease.comment	Subunits.comment	Complex.comment	SWISSPROT.organism	Num.Uniprot.IDs	MyListOverlap	querysize	expected	FCEnrichment	pvalue	Comparisons
1191	RNA pol II containing coactivator complex Tat-SF	Human	None	None	O00267;O43719;P19338;P24928;P50750	6829;27336;4691;5430;1025	MI:0071- molecular sieving; MI:0019- coimmunoprecipitation	GO:2001141;GO:0006355;GO:0003677;GO:0005634	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;DNA binding;nucleus	11.02.03.04;16.03.01;70.10	transcriptional control;DNA binding;nucleus	10393184	Transcription elongation factor SPT5 ;HIV Tat-specific factor 1 ;Nucleolin ;DNA-directed RNA polymerase II subunit RPB1;Cyclin-dependent kinase 9	SUPT5H;HTATSF1;NCL;POLR2A;CDK9	SPT5 SPT5H;;;POLR2;CDC2L4, TAK	None	None	All fractions with Tat stimulatory activity contained these components as well as CDK9.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	5	4	1215	1.7229154849688	2.32164609053498	0.00483195860062803	Cal33-HSC6
1202	TRF1 telomere length regulation complex	Human	None	None	O95271;P54274;Q9BSI4	8658;7013;26277	MI:0006- anti bait coimmunoprecipitation	GO:0051276;GO:0005634	chromosome organization;nucleus	42.10.03;70.10	organization of chromosome structure;nucleus	15133513	Tankyrase-1 ;Telomeric repeat-binding factor 1 ;TERF1-interacting nuclear factor 2	TNKS;TERF1;TINF2	PARP5A PARPL TIN1 TINF1 TNKS1;PIN2 TRBF1 TRF TRF1;TIN2	None	None	Inhibition of TRF1 by tankyrase 1 is controlled by TIN2.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1215	1.03374929098128	1.93470507544582	0.0408487185047026	Cal33-HSC6
1296	DCP1A-DCP2 Decapping complex	Human	None	None	Q8IU60;Q9NPI6	167227;55802	MI:0019- coimmunoprecipitation	GO:0006401;GO:0005737	RNA catabolic process;cytoplasm	01.03.16.01;70.03	RNA degradation;cytoplasm	12417715	m7GpppN-mRNA hydrolase ;mRNA-decapping enzyme 1A	DCP2;DCP1A	NUDT20;SMIF	None	None	Although the authors suggest the existence of a protein complex containing DCP proteins and UPF proteins they also state that there is currently no direct evidence for the significance of a strong interaction between hUpf1 and hDcp proteins.	Homo sapiens (Human);Homo sapiens (Human)	2	2	1215	0.689166193987521	2.90205761316872	0	Cal33-HSC6
1989	BANF1 homodimer protein	Human	None	None	O75531	8815	MI:0077- nuclear magnetic resonance	GO:0003677;GO:0009607	DNA binding;response to biotic stimulus	16.03.01;34.11.10	DNA binding;response to biotic stimulus	9783751	Barrier-to-autointegration factor	BANF1	BAF, BCRG1	None	None	None	Homo sapiens (Human)	1	1	1215	0.344583096993761	2.90205761316872	0	Cal33-HSC6
2219	TERF1 homodimer complex	Human	None	None	P54274	7013	MI:0413- electrophoretic mobility shift assay	GO:0000278;GO:0051726;GO:0003677;GO:0051276	mitotic cell cycle;regulation of cell cycle;DNA binding;chromosome organization	10.03.01.01;10.03.01;16.03.01;42.10.03	mitotic cell cycle;mitotic cell cycle and cell cycle control;DNA binding;organization of chromosome structure	9391075	Telomeric repeat-binding factor 1	TERF1	PIN2 TRBF1 TRF TRF1	None	None	TERF1 is shown to be important in regulating telomere length. It may connect mitotic control to the telomere regulatory machinery.	Homo sapiens (Human)	1	1	1215	0.344583096993761	2.90205761316872	0	Cal33-HSC6
2513	N-WASp homomer	Human	None	None	O00401	8976	MI:0031- protein cross-linking with a bifunctional reagent	GO:0030036	actin cytoskeleton organization	42.04.03	actin cytoskeleton	10781580	Neural Wiskott-Aldrich syndrome protein	WASL	None	None	None	N-WASp undergoes self-association upon increasing concentration and the monomeric form activates actin polymerization and is favored by Grb2 binding.	Homo sapiens (Human)	1	1	1215	0.344583096993761	2.90205761316872	0	Cal33-HSC6
2589	PGC-1-SRp40-SRp55-SRp75 complex	Human	None	None	Q08170;Q13243;Q13247;Q9UBK2	6429;6430;6431;10891	MI:0007- anti tag coimmunoprecipitation	GO:2001141;GO:0006355;GO:0000398;GO:0006397;GO:0003676;GO:0005634	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;mRNA splicing, via spliceosome;mRNA processing;nucleic acid binding;nucleus	11.02.03.04;11.04.03;16.03;70.10	transcriptional control;mRNA processing (splicing, 5'-, 3'-end processing);nucleic acid binding;nucleus	10983978	Serine/arginine-rich splicing factor 4 ;Serine/arginine-rich splicing factor 5 ;Serine/arginine-rich splicing factor 6;Peroxisome proliferator-activated receptor gamma coactivator 1-alpha	SRSF4;SRSF5;SRSF6;PPARGC1A	SFRS4 SRP75;HRS SFRS5 SRP40;SFRS6 SRP55;LEM6 PGC1 PGC1A PPARGC1	None	None	PGC-1 is part of both the preinitiation and elongation Pol II complexes, and association with the elongation form of Pol II depends on the C-terminal domain of PGC-1.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	4	3	1215	1.37833238797504	2.17654320987654	0.0140529795139652	Cal33-HSC6
2602	P-TEFb-7SKRNA-HEXIM1 complex	Human	None	None	O60563;O94992;P50750	904;10614;1025	MI:0007- anti tag coimmunoprecipitation	GO:0006794;GO:0006796;GO:0006354;GO:2001141;GO:0006355;GO:0006464;GO:0030234;GO:0050790;GO:0005634	phosphorus utilization;phosphate-containing compound metabolic process;DNA-templated transcription, elongation;regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;cellular protein modification process;enzyme regulator activity;regulation of catalytic activity;nucleus	01.04;11.02.03.01.04;11.02.03.04;14.07;18.02.01;70.10	phosphate metabolism;transcription elongation;transcriptional control;protein modification;enzymatic activity regulation / enzyme regulator;nucleus	14580347	Cyclin-T1;Protein HEXIM1 ;Cyclin-dependent kinase 9	CCNT1;HEXIM1;CDK9	None;CLP1 EDG1 HIS1 MAQ1;CDC2L4, TAK	None	None	7SK RNA is required for HEXIM1 to associate with P-TEFb complex. This allowes HEXIM1 to inhibit transcription. P-TEFb dissociates from HEXIM1 and 7SK in cells undergoing stress response, increasing the level of active P-TEFb for stress-induced transcription.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1215	1.03374929098128	1.93470507544582	0.0408487185047026	Cal33-HSC6
2603	Transcription elongation factor complex (SUPT5H, CDK9, CCNT1)	Human	None	None	O00267;O60563;P50750	6829;904;1025	MI:0047- far western blotting	GO:0006794;GO:0006796;GO:0006354;GO:0045893;GO:0006464;GO:0043085;GO:0008047;GO:0005634	phosphorus utilization;phosphate-containing compound metabolic process;DNA-templated transcription, elongation;positive regulation of transcription, DNA-templated;cellular protein modification process;positive regulation of catalytic activity;enzyme activator activity;nucleus	01.04;11.02.03.01.04;11.02.03.04.01;14.07;18.02.01.01;70.10	phosphate metabolism;transcription elongation;transcription activation;protein modification;enzyme activator;nucleus	11145967	Transcription elongation factor SPT5 ;Cyclin-T1;Cyclin-dependent kinase 9	SUPT5H;CCNT1;CDK9	SPT5 SPT5H;None;CDC2L4, TAK	None	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	3	1215	1.03374929098128	2.90205761316872	0	Cal33-HSC6
2604	P-TEFb-SKP2 complex	Human	None	None	O60563;P50750;Q13309	904;1025;6502	MI:0019- coimmunoprecipitation	GO:0006354;GO:2001141;GO:0006355;GO:0043161;GO:0006511;GO:0006464;GO:0043085;GO:0008047;GO:0005634	DNA-templated transcription, elongation;regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;cellular protein modification process;positive regulation of catalytic activity;enzyme activator activity;nucleus	11.02.03.01.04;11.02.03.04;14.13.01.01;14.07;18.02.01.01;70.10	transcription elongation;transcriptional control;proteasomal degradation (ubiquitin/proteasomal pathway);protein modification;enzyme activator;nucleus	11689688	Cyclin-T1;Cyclin-dependent kinase 9;S-phase kinase-associated protein 2	CCNT1;CDK9;SKP2	None;CDC2L4, TAK;FBXL1	None	None	Binding of SKP2 to P-TEFb requires PEST domain of cyclin T1. CDK9 is ubiquitinated and degraded by the proteasome whereas cyclin T1 is stable.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1215	1.03374929098128	1.93470507544582	0.0408487185047026	Cal33-HSC6
2605	Heterotrimeric complex (CCNT1, CDK9, GRN)	Human	None	None	O60563;P28799;P50750	904;2896;1025	MI:0019- coimmunoprecipitation	GO:0045892	negative regulation of transcription, DNA-templated	11.02.03.04.03	transcription repression	12588988	Cyclin-T1;Granulins ;Cyclin-dependent kinase 9	CCNT1;GRN;CDK9	None;;CDC2L4, TAK	None	None	Granulin is a cellular protein that interacts with cyclin T1 to inhibit transcription.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1215	1.03374929098128	1.93470507544582	0.0408487185047026	Cal33-HSC6
2649	MYC-DNMT3A-ZBTB17 complex	Human	None	None	P01106;Q13105;Q9Y6K1	4609;None;1788	MI:0019- coimmunoprecipitation	GO:2001141;GO:0006355;GO:0003677	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;DNA binding	11.02.03.04;16.03.01	transcriptional control;DNA binding	15616584	Myc proto-oncogene protein ;Zinc finger and BTB domain-containing protein 17 ;DNA	MYC;ZBTB17;DNMT3A	BHLHE39;MIZ1 ZNF151 ZNF60;None	None	None	This complex is involved in a transcriptional silecing of  p21Cip1 promoter.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1215	1.03374929098128	1.93470507544582	0.0408487185047026	Cal33-HSC6
2653	MYC-MAX-BLOC1S1 complex	Human	None	None	P01106;P61244;P78537	4609;4149;2647	MI:0019- coimmunoprecipitation	GO:0051098;GO:0005515	regulation of binding;protein binding	18.01.07;16.01	regulation by binding / dissociation;protein binding	10611234	Myc proto-oncogene protein ;Protein max ;Biogenesis of lysosome-related organelles complex 1 subunit 1	MYC;MAX;BLOC1S1	BHLHE39;BHLHD4;BLOS1 GCN5L1 RT14	None	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1215	1.03374929098128	1.93470507544582	0.0408487185047026	Cal33-HSC6
2655	MYC-MAX complex	Human	None	None	P01106;P61244	4609;4149	MI:0019- coimmunoprecipitation	GO:2001141;GO:0006355;GO:0003677	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;DNA binding	11.02.03.04;16.03.01	transcriptional control;DNA binding	12584560	Myc proto-oncogene protein ;Protein max	MYC;MAX	BHLHE39;BHLHD4	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	2	1215	0.689166193987521	2.90205761316872	0	Cal33-HSC6
2670	Er-alpha-p53-hdm2 complex	Human	None	None	P03372;P04637;Q00987	2099;7157;4193	MI:0096- pull down	GO:0030234;GO:0050790	enzyme regulator activity;regulation of catalytic activity	18.02.01	enzymatic activity regulation / enzyme regulator	10766163	Estrogen receptor;Cellular tumor antigen p53;E3 ubiquitin-protein ligase Mdm2	ESR1;TP53;MDM2	ESR, NR3A1;P53;	None	None	The authors demonstrated that ER-alpha protects p53 from being deactivated by hdm2 in a Luc reporter assay.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1215	1.03374929098128	1.93470507544582	0.0408487185047026	Cal33-HSC6
2681	p53 homotetramer complex	Human	None	None	P04637	7157	MI:0031- protein cross-linking with a bifunctional reagent; MI:0276- blue native page	GO:2001141;GO:0006355;GO:0003677;GO:0005634	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;DNA binding;nucleus	11.02.03.04;16.03.01;70.10	transcriptional control;DNA binding;nucleus	15674341	Cellular tumor antigen p53	TP53	P53	None	None	The results demonstrate that Ref-1 (redox factor 1) modulates p53 DNA binding not only as a redox regulator but also as a factor, which facilitates the formation of p53 tetramers from higher oligomeric forms as well as from dimers. Ref-1 mediates de-stacking of higher oligomeric forms into individual tetramers, as well as the assembly of dimers into tetramers. Redox-dependent and redox-independent activation of p53 seem to require different amounts of Ref-1.	Homo sapiens (Human)	1	1	1215	0.344583096993761	2.90205761316872	0	Cal33-HSC6
2699	ER-alpha-GRIP1-c-Jun complex	Human	None	None	P03372;P05412;Q9Y3R0	2099;3725;23426	MI:0096- pull down	GO:2001141;GO:0006355;GO:0023052	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;signaling	11.02.03.04;30.01	transcriptional control;cellular signalling	11477071	Estrogen receptor;Transcription factor AP-1 ;Glutamate receptor-interacting protein 1	ESR1;JUN;GRIP1	ESR, NR3A1;;None	None	None	The authors showed that ERalpha , c-Jun, and the p160 coactivator GRIP1 can form a multiprotein complex in vitro and in intact cells and that the ERalpha - c-Jun interaction could be crucial for the stability of this complex.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1215	1.03374929098128	1.93470507544582	0.0408487185047026	Cal33-HSC6
2873	P-TEFb-7SKRNA-HEXIM1 complex	Human	None	None	O60563;O94992;P50750	904;10614;1025	MI:0071- molecular sieving; MI:0007- anti tag coimmunoprecipitation	GO:0006794;GO:0006796;GO:0006354;GO:2001141;GO:0006355;GO:0006464;GO:0030234;GO:0050790;GO:0005634	phosphorus utilization;phosphate-containing compound metabolic process;DNA-templated transcription, elongation;regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;cellular protein modification process;enzyme regulator activity;regulation of catalytic activity;nucleus	01.04;11.02.03.01.04;11.02.03.04;14.07;18.02.01;70.10	phosphate metabolism;transcription elongation;transcriptional control;protein modification;enzymatic activity regulation / enzyme regulator;nucleus	12832472	Cyclin-T1;Protein HEXIM1 ;Cyclin-dependent kinase 9	CCNT1;HEXIM1;CDK9	None;CLP1 EDG1 HIS1 MAQ1;CDC2L4, TAK	None	None	7SK RNA is required for MAQ1 to associate with P-TEFb complex. P-TEFb is inactive when bound to MAQ1 and 7SK. The 7SK RNA/MAQ1 system appears to be a new kind of CDK regulator that may contribute to a feedback loop modulating the activity of RNAP II.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1215	1.03374929098128	1.93470507544582	0.0408487185047026	Cal33-HSC6
2875	BRD4-P-TEFb complex	Human	None	None	O60563;O60885;P50750	904;23476;1025	MI:0006- anti bait coimmunoprecipitation; MI:0402- chromatin immunoprecipitation assays; MI:0007- anti tag coimmunoprecipitation	GO:0006794;GO:0006796;GO:0006354;GO:0045893;GO:0006464;GO:0043085;GO:0008047;GO:0005634	phosphorus utilization;phosphate-containing compound metabolic process;DNA-templated transcription, elongation;positive regulation of transcription, DNA-templated;cellular protein modification process;positive regulation of catalytic activity;enzyme activator activity;nucleus	01.04;11.02.03.01.04;11.02.03.04.01;14.07;18.02.01.01;70.10	phosphate metabolism;transcription elongation;transcription activation;protein modification;enzyme activator;nucleus	16109376	Cyclin-T1;Bromodomain-containing protein 4 ;Cyclin-dependent kinase 9	CCNT1;BRD4;CDK9	None;HUNK1;CDC2L4, TAK	None	None	BRD4 interacts with p-TEFb through its bromodomain. Recruitment of P-TEFb to a promoter was dependent on Brd4 and was enhanced by an increase in chromatin acetylation.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1215	1.03374929098128	1.93470507544582	0.0408487185047026	Cal33-HSC6
2877	BRD4-P-TEFb complex	Human	None	None	O60563;O60885;P50750	904;23476;1025	MI:0007- anti tag coimmunoprecipitation	GO:0006794;GO:0006796;GO:0006354;GO:0045893;GO:0006464;GO:0043085;GO:0008047;GO:0005634	phosphorus utilization;phosphate-containing compound metabolic process;DNA-templated transcription, elongation;positive regulation of transcription, DNA-templated;cellular protein modification process;positive regulation of catalytic activity;enzyme activator activity;nucleus	01.04;11.02.03.01.04;11.02.03.04.01;14.07;18.02.01.01;70.10	phosphate metabolism;transcription elongation;transcription activation;protein modification;enzyme activator;nucleus	16109377	Cyclin-T1;Bromodomain-containing protein 4 ;Cyclin-dependent kinase 9	CCNT1;BRD4;CDK9	None;HUNK1;CDC2L4, TAK	None	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1215	1.03374929098128	1.93470507544582	0.0408487185047026	Cal33-HSC6
2878	P-TEFb-7SKRNA-HEXIM1 complex	Human	None	None	O60563;O94992;P50750	904;10614;1025	MI:0007- anti tag coimmunoprecipitation	GO:0006794;GO:0006796;GO:0006354;GO:2001141;GO:0006355;GO:0006464;GO:0030234;GO:0050790;GO:0005634	phosphorus utilization;phosphate-containing compound metabolic process;DNA-templated transcription, elongation;regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;cellular protein modification process;enzyme regulator activity;regulation of catalytic activity;nucleus	01.04;11.02.03.01.04;11.02.03.04;14.07;18.02.01;70.10	phosphate metabolism;transcription elongation;transcriptional control;protein modification;enzymatic activity regulation / enzyme regulator;nucleus	16109377	Cyclin-T1;Protein HEXIM1 ;Cyclin-dependent kinase 9	CCNT1;HEXIM1;CDK9	None;CLP1 EDG1 HIS1 MAQ1;CDC2L4, TAK	None	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	2	1215	1.03374929098128	1.93470507544582	0.0408487185047026	Cal33-HSC6
3052	MYC-MAX complex	Human	None	None	P01106;P61244	4609;4149	MI:0006- anti bait coimmunoprecipitation	GO:0045893;GO:0003677;GO:0005634	positive regulation of transcription, DNA-templated;DNA binding;nucleus	11.02.03.04.01;16.03.01;70.10	transcription activation;DNA binding;nucleus	8224841	Myc proto-oncogene protein ;Protein max	MYC;MAX	BHLHE39;BHLHD4	None	None	Cell differentiation is accompanied by a change from MYC-MAX complexes (undifferentiated cells) to MAD-MAX complexes (differentiated cells). The ability of MAD to compete with MYC for binding to MAX and to repress MYC transcriptional activation suggests that MAD opposes the function of MYC.	Homo sapiens (Human);Homo sapiens (Human)	2	2	1215	0.689166193987521	2.90205761316872	0	Cal33-HSC6
