ComplexID	ComplexName	Organism	Synonyms	Cell.line	subunits.UniProt.IDs.	subunits.Entrez.IDs.	Protein.complex.purification.method	GO.ID	GO.description	FunCat.ID	FunCat.description	PubMed.ID	subunits.Protein.name.	subunits.Gene.name.	subunits.Gene.name.syn.	Disease.comment	Subunits.comment	Complex.comment	SWISSPROT.organism	Num.Uniprot.IDs	MyListOverlap	querysize	expected	FCEnrichment	pvalue	Comparisons
1045	Snurportin-CRM1-RanGTP complex	Human	None	None	O14980;O95149;P62826	7514;10073;5901	MI:0096- pull down	GO:0015031;GO:0008565;GO:0050658;GO:0051033;GO:0051169;GO:0005737;GO:0005634	protein transport;protein transporter activity;RNA transport;RNA transmembrane transporter activity;nuclear transport;cytoplasm;nucleus	20.01.10;20.01.21;20.09.01;70.03;70.10	protein transport;RNA transport;nuclear transport;cytoplasm;nucleus	10209022	Exportin-1 ;Snurportin-1 ;GTP-binding nuclear protein Ran	XPO1;SNUPN;RAN	CRM1;RNUT1 SPN1;ARA24	None	None	The complex is exported from the nucleus to the cytoplasm where  RanGTP is removed from CRM1 through the action of RanBP1 and RanGAP.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	3	3	537	0.456891661939875	6.56610800744879	0	Cal33-HSC6
1079	P-TEFb.1 complex	Human	transcription elongation factor b.1 complex	None	O60563;P50750	904;1025	MI:0007- anti tag coimmunoprecipitation	GO:0006794;GO:0006796;GO:0006354;GO:0045893;GO:0006464;GO:0043085;GO:0008047;GO:0005634	phosphorus utilization;phosphate-containing compound metabolic process;DNA-templated transcription, elongation;positive regulation of transcription, DNA-templated;cellular protein modification process;positive regulation of catalytic activity;enzyme activator activity;nucleus	01.04;11.02.03.01.04;11.02.03.04.01;14.07;18.02.01.01;70.10	phosphate metabolism;transcription elongation;transcription activation;protein modification;enzyme activator;nucleus	9499409	Cyclin-T1;Cyclin-dependent kinase 9	CCNT1;CDK9	None;CDC2L4, TAK	None	None	Cyclin T activates CDK9 in the P-TEFb complex. P-TEFb works as a protein kinase that phosphorylates the C-terminal domain of the RNAPII largest subunit.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
1082	P-TEFb.1 complex	Human	transcription elongation factor b.1 complex	None	O60563;P50750	904;1025	MI:0018- two hybrid; MI:0071- molecular sieving	GO:0006794;GO:0006796;GO:0006354;GO:0045893;GO:0006464;GO:0043085;GO:0008047;GO:0005634	phosphorus utilization;phosphate-containing compound metabolic process;DNA-templated transcription, elongation;positive regulation of transcription, DNA-templated;cellular protein modification process;positive regulation of catalytic activity;enzyme activator activity;nucleus	01.04;11.02.03.01.04;11.02.03.04.01;14.07;18.02.01.01;70.10	phosphate metabolism;transcription elongation;transcription activation;protein modification;enzyme activator;nucleus	10574912	Cyclin-T1;Cyclin-dependent kinase 9	CCNT1;CDK9	None;CDC2L4, TAK	None	None	Cyclin T activates CDK9 in the P-TEFb complex. P-TEFb works as a protein kinase that phosphorylates the C-terminal domain of the RNAPII largest subunit.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
1117	CRM1-Survivin mitotic complex	Human	None	None	O14980;O15392	7514;332	MI:0007- anti tag coimmunoprecipitation	GO:0000278;GO:0051169;GO:0000775	mitotic cell cycle;nuclear transport;chromosome, centromeric region	10.03.01.01;20.09.01;70.10.04	mitotic cell cycle;nuclear transport;centromere / kinetochore	17099693	Exportin-1 ;Baculoviral IAP repeat-containing protein 5	XPO1;BIRC5	CRM1;API4, IAP4	None	None	The Survivin-Crm1 interaction is essential for chromosomal passenger complex localization and function.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
1133	ATR-HDAC2 complex	Human	None	None	Q13535;Q92769	545;3066	MI:0004- affinity chromatography technologies; MI:0019- coimmunoprecipitation	GO:0006265;GO:0006473;GO:0006476;GO:0051276	DNA topological change;protein acetylation;protein deacetylation;chromosome organization	10.01.09.05;14.07.04;42.10.03	DNA conformation modification (e.g. chromatin);modification by acetylation, deacetylation;organization of chromosome structure	10545197	Serine/threonine-protein kinase ATR ;Histone deacetylase 2	ATR;HDAC2	FRP1;None	None	None	The ATR-HDAC2 complex is a robust biochemical entity that withstands ammonium sulfate precipitation and anion exchange chromatography.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
1172	CBC complex (cap binding complex)	Human	None	None	P52298;Q09161	22916;4686	MI:0413- electrophoretic mobility shift assay	GO:0003723;GO:0050658;GO:0051033;GO:0051169;GO:0005634	RNA binding;RNA transport;RNA transmembrane transporter activity;nuclear transport;nucleus	16.03.03;20.01.21;20.09.01;70.10	RNA binding;RNA transport;nuclear transport;nucleus	10786834	Nuclear cap-binding protein subunit 2;Nuclear cap-binding protein subunit 1	NCBP2;NCBP1	CBP20;CBP80 NCBP	None	None	The heterodimeric nuclear cap binding complex (CBC) binds to 5'-capped polymerase II transcripts. It enhances the efficiency of several mRNA maturation steps and is essential for U snRNA nuclear export in multicellular eukaryotes.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
1176	CRM1-RAN-PHAX-CBC complex (cap binding complex)	Human	None	None	O14980;P52298;P62826;Q09161;Q9H814	7514;22916;5901;4686;51808	MI:0413- electrophoretic mobility shift assay; MI:0430- nucleic acid uv cross-linking assay	GO:0003723;GO:0050658;GO:0051033;GO:0051169;GO:0005737;GO:0005634	RNA binding;RNA transport;RNA transmembrane transporter activity;nuclear transport;cytoplasm;nucleus	16.03.03;20.01.21;20.09.01;70.03;70.10	RNA binding;RNA transport;nuclear transport;cytoplasm;nucleus	10786834	Exportin-1 ;Nuclear cap-binding protein subunit 2;GTP-binding nuclear protein Ran;Nuclear cap-binding protein subunit 1;Phosphorylated adapter RNA export protein	XPO1;NCBP2;RAN;NCBP1;PHAX	CRM1;CBP20;ARA24;CBP80 NCBP;RNUXA	None	None	In metazoa, assembly of spliceosomal U snRNPs requires nuclear export of U snRNA precursors. Export depends upon the RNA cap structure, nuclear cap-binding complex (CBC), the export receptor CRM1/Xpo1, and RanGTP. PHAX (phosphorylated adaptor for RNA export) is an additional factor required for U snRNA export complex assembly in vitro. PHAX binding to CBC is greatly increased by the presence of capped RNA. Phosphorylated PHAX can bind to RanGTP/Xpo1 but does so more strongly in the presence of CBC and even more in the presence of both CBC and RNA. Thus, every step in U snRNA export complex formation involves some degree of cooperativity.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	5	3	537	0.761486103233125	3.93966480446927	0.00234190693642556	Cal33-HSC6
1190	NCBP-NIP1 complex	Human	None	None	Q09161;Q96P71	4686;63941	MI:0018- two hybrid	GO:0003723;GO:0050789;GO:0005634	RNA binding;regulation of biological process;nucleus	16.03.03;18;70.10	RNA binding;REGULATION OF METABOLISM AND PROTEIN FUNCTION;nucleus	7478990	Nuclear cap-binding protein subunit 1;N-terminal EF-hand calcium-binding protein 3	NCBP1;NECAB3	CBP80 NCBP;APBA2BP NIP1 SYTIP2 XB51	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
1250	pRB-E2F-1 complex	Human	None	None	P06400;Q01094	5925;1869	MI:0019- coimmunoprecipitation	GO:0007050;GO:0006974;GO:0005634	cell cycle arrest;cellular response to DNA damage stimulus;nucleus	10.03.01.02;32.01.09;70.10	cell cycle arrest;DNA damage response;nucleus	17380128	Retinoblastoma-associated protein ;Transcription factor E2F1	RB1;E2F1	;RBBP3	None	None	The phosphorylation of pRB at Ser612 is induced by ATM-Chk1/2 kinase after DNA damage, leading to enhancement of the formation of a complex between pRB and E2F-1. It is proposed, that in asynchronously growing cells, pRB exists in a predominantly phosphorylated state, which is dissociated from E2F, allowing E2F-dependent transcription. DNA damage induces dephosphorylation of pRB at Cdk phosphorylation sites, leading to the complex pRB-E2F-1 being formed. DNA damage also activates ATM kinase and transduces signals to the checkpoint kinases Chk1 and Chk2. Activated Chk1 and Chk2 phosphorylate Ser612 of pRB and this phosphorylation enhances the formation of a complex between pRB and E2F-1, leading to repression of the transcriptional activity of E2F-1. Consequently, pRB-dependent cell cycle arrest and repression of apoptosis occur.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
1296	DCP1A-DCP2 Decapping complex	Human	None	None	Q8IU60;Q9NPI6	167227;55802	MI:0019- coimmunoprecipitation	GO:0006401;GO:0005737	RNA catabolic process;cytoplasm	01.03.16.01;70.03	RNA degradation;cytoplasm	12417715	m7GpppN-mRNA hydrolase ;mRNA-decapping enzyme 1A	DCP2;DCP1A	NUDT20;SMIF	None	None	Although the authors suggest the existence of a protein complex containing DCP proteins and UPF proteins they also state that there is currently no direct evidence for the significance of a strong interaction between hUpf1 and hDcp proteins.	Homo sapiens (Human);Homo sapiens (Human)	2	2	537	0.30459444129325	6.56610800744879	0	Cal33-HSC6
1372	Rb-tal-1-E2A-Lmo2-Ldb1 complex	Human	None	None	P06400;P15923;P17542;P25791;Q86U70	5925;6929;6886;4005;8861	MI:0019- coimmunoprecipitation	GO:0045892;GO:0030218;GO:0005634	negative regulation of transcription, DNA-templated;erythrocyte differentiation;nucleus	11.02.03.04.03;43.03.07;70.10	transcription repression;blood cell;nucleus	10866689	Retinoblastoma-associated protein ;Transcription factor E2-alpha ;T-cell acute lymphocytic leukemia protein 1 ;Rhombotin-2 ;LIM domain-binding protein 1	RB1;TCF3;TAL1;LMO2;LDB1	;BHLHB21 E2A ITF1;BHLHA17 SCL TCL5;RBTN2 RBTNL1 RHOM2 TTG2;CLIM2	None	None	Data indicate that this pentameric complex assembled in maturing erythroblasts plays an important regulatory role in c-kit downmodulation; hypothetically, the complex may regulate the expression of other critical erythroid genes.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	5	2	537	0.761486103233125	2.62644320297952	0.0276477052120647	Cal33-HSC6
1380	Elongator holo complex	Human	None	None	O95163;Q6IA86;Q96EB1;Q9H9T3	8518;55250;26610;55140	MI:0029- cosedimentation through density gradients	GO:0006354;GO:0006473;GO:0006476;GO:0005634	DNA-templated transcription, elongation;protein acetylation;protein deacetylation;nucleus	11.02.03.01.04;14.07.04;70.10	transcription elongation;modification by acetylation, deacetylation;nucleus	11714725	Elongator complex protein 1 ;Elongator complex protein 2 ;Elongator complex protein 4 ;Elongator complex protein 3	IKBKAP;ELP2;ELP4;ELP3	ELP1 IKAP;STATIP1;C11orf19 PAXNEB;	None	Two other subunits of the complex were found in the analysis, which have not been further characterized: p38, p30.	The holo-Elongator complex has histone acetyltransferase activity directed against histone H3 and H4. Holo-Elongator interacts with RNA polymerase II.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	4	2	537	0.6091888825865	3.28305400372439	0.0124642262466812	Cal33-HSC6
1388	RB1-TFAP2A complex	Dog	None	None	P05549;Q9XSY1	7020;None	MI:0019- coimmunoprecipitation	GO:0045893	positive regulation of transcription, DNA-templated	11.02.03.04.01	transcription activation	9632747	Transcription factor AP-2-alpha ;Retinoblastoma protein	TFAP2A;RB1	AP2TF TFAP2;	None	Since TFAP2A from dog was not available in the UniProt database at the time of annotation, the orthologous protein from human was used.	None	Homo sapiens (Human);Canis lupus familiaris (Dog) (Canis familiaris)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
1558	POLR1B-RRN3 complex	Human	None	None	Q9H9Y6;Q9NYV6	84172;54700	MI:0019- coimmunoprecipitation	GO:0009303	rRNA transcription	11.02.01	rRNA synthesis	15558034	DNA-directed RNA polymerase I subunit RPA2 ;RNA polymerase I-specific transcription initiation factor RRN3	POLR1B;RRN3	;TIFIA	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
1559	NMI-RRN3 complex	Human	None	None	Q13287;Q9NYV6	9111;54700	MI:0019- coimmunoprecipitation	GO:0009303	rRNA transcription	11.02.01	rRNA synthesis	15558034	N-myc-interactor ;RNA polymerase I-specific transcription initiation factor RRN3	NMI;RRN3	;TIFIA	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
2171	Ubiquitin E3 ligase (CHEK1, CUL4A)	Human	None	None	O14757;Q13619	1111;8451	MI:0019- coimmunoprecipitation	GO:0016567;GO:0016579;GO:0043161;GO:0006511;GO:0006974;GO:0005634	protein ubiquitination;protein deubiquitination;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;cellular response to DNA damage stimulus;nucleus	14.07.05;14.13.01.01;32.01.09;70.10	modification by ubiquitination, deubiquitination;proteasomal degradation (ubiquitin/proteasomal pathway);DNA damage response;nucleus	16137618	Serine/threonine-protein kinase Chk1 ;Cullin-4A	CHEK1;CUL4A	CHK1;None	None	None	Ubiquitin E3 ligases covalently attach ubiquitin to a lysine residue on a target protein. Polyubiquitination marks proteins for degradation by the proteasome. The Chk1 kinase is a major effector of S phase checkpoint signaling during the cellular response to genotoxic stress. Replicative stress induces the polyubiquitination and degradation of Chk1 in human cells.	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
2297	ABI1-WASL complex	Human	None	None	O00401;Q8IZP0	8976;10006	MI:0004- affinity chromatography technologies	GO:0030036	actin cytoskeleton organization	42.04.03	actin cytoskeleton	16155590	Neural Wiskott-Aldrich syndrome protein ;Abl interactor 1	WASL;ABI1	;SSH3BP1	Neural Wiskott-Aldrich syndrome	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
2513	N-WASp homomer	Human	None	None	O00401	8976	MI:0031- protein cross-linking with a bifunctional reagent	GO:0030036	actin cytoskeleton organization	42.04.03	actin cytoskeleton	10781580	Neural Wiskott-Aldrich syndrome protein	WASL	None	None	None	N-WASp undergoes self-association upon increasing concentration and the monomeric form activates actin polymerization and is favored by Grb2 binding.	Homo sapiens (Human)	1	1	537	0.152297220646625	6.56610800744879	0	Cal33-HSC6
2655	MYC-MAX complex	Human	None	None	P01106;P61244	4609;4149	MI:0019- coimmunoprecipitation	GO:2001141;GO:0006355;GO:0003677	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;DNA binding	11.02.03.04;16.03.01	transcriptional control;DNA binding	12584560	Myc proto-oncogene protein ;Protein max	MYC;MAX	BHLHE39;BHLHD4	None	None	None	Homo sapiens (Human);Homo sapiens (Human)	2	1	537	0.30459444129325	3.28305400372439	0.023157818515345	Cal33-HSC6
